곡,아티스트,장르,인기도,댄스,에너지,긍정도,템포
Sunday Morning - Acoustic,Maroon 5,latin,10,42,67,74,82
I'm Yours - Live,Jason Mraz,latin,57,43,69,57,145
Kings And Queens - Unplugged,Thirty Seconds To Mars,latin,0,23,40,19,147
Misery Business - Acoustic Version,Paramore,latin,47,63,51,92,169
"Mr. Jones - Live At Chelsea Studios, New York/1997",Counting Crows,latin,10,47,64,47,149
Are You Gonna Be My Girl - UK Acoustic Version,Jet,latin,52,67,67,59,97
Shots - Acoustic (Piano) / Live From The Smith Center / Las ,Imagine Dragons,latin,40,45,39,21,95
Pompeii - Live From Capitol Studios/2013,Bastille,latin,38,31,37,46,85
A Beautiful Lie - Acoustic,Thirty Seconds To Mars,latin,28,40,40,19,154
Six Feet Under The Stars (Acoustic),All Time Low,latin,39,66,40,68,130
"A Sky Full of Stars - Live at the Royal Albert Hall, London",Coldplay,latin,54,47,76,19,125
We Are Young (feat. Janelle Monáe) - Acoustic [Acoustic],fun.,latin,44,45,31,27,166
The Reason - Acoustic,Hoobastank,latin,0,56,35,15,107
Vivir Sin Aire - Unplugged,Maná,latin,53,60,71,43,132
Dejar de Extrañarte,Franco Masini,latin,41,61,67,49,146
Maldito miedo (feat. Soge Culebra),Alex Ubago,latin,57,52,77,38,154
Buena,Manuel Medrano,latin,69,74,60,52,126
Ya No Soy Así,Cruz,latin,61,80,75,54,100
El Despertar,Nil Moliner,latin,54,75,87,90,100
A punto (feat. Delfina Campos),Amigos Raros,latin,43,65,77,74,127
3 A.M.,Jesse & Joy,latin,71,70,84,62,102
Eso Que Me Das,Juan Pablo Vega,latin,41,73,69,83,110
We Party (Mixed & Mastered),Maniaxo,latin,35,80,67,26,145
End of the World,ODILLIA,latin,35,81,76,70,110
Living Legend,Cole.45,latin,35,76,74,32,137
Créeme,KAROL G,latin,75,72,87,68,97
El Préstamo,Maluma,latin,70,74,74,72,94
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,latin,72,68,79,84,170
Calypso,Luis Fonsi,latin,64,86,84,93,110
SUGAR,BROCKHAMPTON,latin,88,45,54,52,123
Blinding Lights,The Weeknd,latin,98,51,80,34,171
Falling,Trevor Daniel,latin,97,78,43,24,127
Lose You To Love Me,Selena Gomez,latin,93,50,34,9,102
Before You Go,Lewis Capaldi,latin,90,46,57,18,112
Ayy Macarena,Tyga,latin,91,82,63,72,96
Lalala,Y2K,latin,91,84,39,50,130
SICKO MODE,Travis Scott,latin,87,83,73,45,155
Happy Now,Kygo,latin,81,69,57,49,118
Goodbyes (feat. Young Thug),Post Malone,latin,90,55,65,16,150
Turn Me On (feat. Vula),Riton,latin,86,74,83,52,124
1950,King Princess,latin,79,60,54,27,72
Right Back,Khalid,latin,70,79,43,60,97
Just Us (feat. SZA),DJ Khaled,latin,71,64,86,57,93
A$IAN BOY,Chriilz,latin,33,66,97,37,150
Breathe Away,Catlea,latin,35,65,78,43,140
It's Only Time,Cabela and Schmitt,latin,37,40,57,25,220
Spaceship Earth,Burningfields,latin,27,42,38,9,82
Circle of Cranes,Julian Kerins,latin,41,25,41,11,168
Heavy Lies The Crown,Royse,latin,38,70,56,45,110
Epic Days,Eclectic Sound,latin,6,71,72,68,122
Crazy,Betty Moon,latin,21,76,91,55,119
Loco por Volverte a Ver,Chili Fernandez,latin,0,81,66,91,87
Sueños,Diego Torres,latin,47,69,80,91,104
La Bicicleta,Carlos Vives,latin,73,74,94,95,180
Bailando - Spanish Version,Enrique Iglesias,latin,68,72,78,96,91
Hasta el Amanecer,Nicky Jam,latin,71,83,61,59,94
"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,latin,6,76,83,81,92
Shaky Shaky,Daddy Yankee,latin,68,90,63,87,88
Te Quiero Pa´Mi,Don Omar,latin,65,76,81,66,89
Zumba,Don Omar,latin,57,73,89,83,125
Tú Foto,Ozuna,latin,71,75,56,81,176
Me Voy Enamorando,Chino & Nacho,latin,51,68,91,51,100
Si ella quisiera,Justin Quiles,latin,62,77,61,63,90
Pa' Que Retozen,Tego Calderon,latin,71,82,86,87,92
No Te Veo - Digital Single,Casa De Leones,latin,61,85,87,97,116
El Telefono,"Héctor ""El Father""",latin,65,81,68,49,90
Mala Mía,Maluma,latin,74,75,75,90,180
Let U Go,Kyngs,latin,36,68,55,45,110
Swing,Danny Ocean,latin,77,73,62,53,106
Coqueta,Said P.,latin,43,71,73,78,170
El Destino,Natalia Jiménez,latin,54,54,52,63,91
Chilango Blues,Mon Laferte,latin,54,60,47,38,88
"Vuela, Vuela (feat. Mercurio, OV7, JNS, Calo & Litzy) - En V",Magneto,latin,43,47,99,34,125
Ya Te Perdoné,Ventino,latin,57,51,29,31,129
Te Confieso,Camila,latin,8,48,34,19,144
Perdido (feat. Joey Montana),Carlos Baute,latin,19,75,82,77,162
Se Supone,Lucah,latin,54,65,34,15,120
Quédate,Kany Garcia,latin,6,64,36,28,138
Sólo Amigos,Adexe & Nau,latin,51,64,85,73,174
Perdido,Carlos Baute,latin,37,79,84,82,162
Un Traguito,Lérica,latin,61,64,85,65,97
Medellín - Offer Nissim Madame X In The Sphinx,Madonna,latin,43,78,85,22,114
Bellacoso,Residente,latin,77,77,85,70,180
La Cartera,Farruko,latin,76,77,80,64,88
Las Flores (feat. Los Auténticos Decadentes),Benjamín Amadeo,latin,58,75,76,76,100
La Llamada,Felibena,latin,4,80,84,42,91
Myself,NEEVE,latin,27,57,90,30,116
Party Like Its 1920,The Swinghoppers,latin,44,75,95,71,120
Wie wunderschön - Wolfgang Lohr Remix,Antoine Villoutreix,latin,36,76,68,79,95
I.D.K,Mr Lock,latin,37,63,72,59,156
Espero Que Entiendas,Oz,latin,26,59,70,17,128
What Side Of Love - Acoustic Version,Parachute,latin,52,78,23,22,142
Mistletoe (Waiting) a Hip Hop Holiday,DJ Eddie F,latin,37,61,82,57,97
Sell My Story,James Patricio,latin,23,79,42,37,104
Muriendo - Remix,Salah,latin,31,75,82,69,90
Young Ones,Andrea Consoli,latin,42,59,58,40,100
Taste (feat. Offset),Tyga,latin,82,88,56,34,98
I Love It (& Lil Pump),Kanye West,latin,79,90,52,33,104
Muévelo,Nicky Jam,latin,82,60,81,92,188
Morado,J Balvin,latin,82,88,70,78,97
Fantasias,Rauw Alejandro,latin,92,88,70,79,94
Bellaquita - Remix,Dalex,latin,87,80,72,76,166
"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez",Mau y Ricky,latin,75,70,89,66,176
La Mas Linda,Casper Magico,latin,70,84,70,46,91
B11 (feat. Myke Towers),Rvssian,latin,82,76,72,20,100
Chica Bombastic,Wisin & Yandel,latin,77,78,75,78,172
China,Anuel AA,latin,93,79,81,61,105
Uniforme,Rich Music LTD,latin,81,74,86,77,174
Soltera - Remix,Lunay,latin,85,80,78,80,92
La Boca - Remix,Mau y Ricky,latin,82,69,77,85,93
Doble Cara,Arcangel,latin,65,88,47,72,96
Nana,J Alvarez,latin,39,71,71,95,176
Recuerdo,TINI,latin,72,80,64,68,176
Días Lluviosos (with Lenny Tavarez),Juhn,latin,69,81,57,54,140
Fantasía,Ozuna,latin,85,70,72,78,180
Mala Costumbre,Lalo Ebratt,latin,57,72,74,80,192
Sirena,Lionel Ferro,latin,42,77,64,66,93
Delirio,Nacho,latin,48,71,62,63,184
No Te Vayas,Don Omar,latin,56,76,69,65,94
Yo Tengo una Gata,Ozuna,latin,67,77,63,82,184
Tormenta Mágica,Vibarco,latin,41,68,62,59,178
Tu Príncipe,Daddy Yankee,latin,69,77,82,52,94
Sensacion Del Bloque,De La Ghetto,latin,66,71,73,40,92
En La Cama (feat. Daddy Yankee),Nicky Jam,latin,63,86,91,88,104
Dile,Don Omar,latin,73,82,71,71,94
Yo Voy (feat. Daddy Yankee),Zion & Lennox,latin,66,81,70,55,95
Borro Cassette,Maluma,latin,72,73,70,78,176
Mi Cama Huele a Ti,"Tito ""El Bambino""",latin,63,74,85,68,95
Down,R.K.M & Ken-Y,latin,47,80,78,79,95
Bandoleros,Don Omar,latin,67,66,90,79,91
No Quiere Novio (remix) [feat. Nejo & Tego Calderon],DJ Nelson,latin,56,87,82,80,95
Automovil,Ñejo,latin,61,79,76,96,170
Cuando Baila Reggaeton,Tego Calderon,latin,54,85,80,91,95
El Carnaval,Baby Rasta & Gringo,latin,54,80,62,68,95
los Disicipulos,Eddie Dee,latin,57,63,89,86,94
Si No Cuidas Tu Mujer,Eddie Dee,latin,52,51,67,81,100
Rutina,Favian Lovo,latin,55,72,69,74,94
Ontas? - Remix,Alex Rose,latin,65,87,66,77,90
Tra Tra Tra Remix,Ghetto Kids,latin,79,85,74,88,160
Reggaetón en lo Oscuro,Wisin & Yandel,latin,72,75,90,69,92
Una Mujer,De La Ghetto,latin,64,87,78,89,96
Mera Woo,El Alfa,latin,70,94,94,38,116
Taxi Voy,j mena,latin,62,87,70,83,158
Se Prendió,Agus Padilla,latin,55,75,90,76,178
Hipócrita,Anuel AA,latin,10,79,86,79,92
No Soy Yo,Emilia,latin,66,75,82,91,192
Pa Mí - Remix,Dalex,latin,18,69,62,73,170
A Vapor,Sky,latin,50,87,62,85,91
Te Hace Falta,Baby Rasta & Gringo,latin,56,87,84,80,92
Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,latin,77,76,75,71,95
Veneno,BB Nobre,latin,49,78,82,22,96
No Te Veo - Remix,Casper Magico,latin,74,86,79,78,104
Tutu,Camilo,latin,88,73,83,94,146
Loco,Beéle,latin,39,85,57,77,105
Oye,TINI,latin,81,68,51,26,95
Zun Da Da,Zion,latin,67,78,77,62,88
More,Zion,latin,63,69,78,86,172
Bien Loco,Nova y Jory,latin,62,52,81,78,170
Un Poco Loca (feat. De La Ghetto),Jowell & Randy,latin,58,81,74,81,176
Quiero Saber,Ivy Queen,latin,33,85,91,87,95
Dembow,Wisin & Yandel,latin,58,74,81,88,93
Porque Me Tratas Así?,Wisin & Yandel,latin,55,79,56,52,94
Caile,"Tito ""El Bambino""",latin,52,90,79,69,97
Aprovecha (feat. Daddy Yankee),Nova y Jory,latin,58,62,77,59,172
Métele Sazón,Luny Tunes,latin,58,85,66,91,95
Bandida,Zion & Lennox,latin,56,81,78,54,95
HP,Maluma,latin,83,84,79,62,92
El Amante,Nicky Jam,latin,72,68,69,73,180
Me Rehúso,Danny Ocean,latin,74,74,80,43,105
Vacaciones,Wisin,latin,68,78,91,70,96
Te Boté - Remix,Nio Garcia,latin,80,90,68,44,97
Que Va,Alex Sensation,latin,70,77,83,83,91
Llegaste Tú,CNCO,latin,69,70,91,56,97
Desconocidos,Mau y Ricky,latin,79,71,77,71,174
Enseñame a Soñar - Original Mix,DJ Goozo,latin,65,98,92,25,128
Vallenato Apretao,Silvestre Dangond,latin,60,79,79,57,90
Cuando Te Besé,Becky G,latin,76,77,73,30,100
Otra vez (feat. J Balvin),Zion & Lennox,latin,74,83,77,70,96
La Rompe Corazones,Daddy Yankee,latin,72,68,86,89,176
Vente Pa' Ca,Ricky Martin,latin,73,66,92,53,100
Me Niegas,Baby Rasta & Gringo,latin,64,68,71,88,174
Downtown,Anitta,latin,75,78,68,62,166
Obsesionado,Farruko,latin,63,70,88,67,169
Hipnotízame,Wisin & Yandel,latin,61,80,83,57,80
Baila Conmigo,Manuel Turizo,latin,53,88,35,56,90
Culo,Pitbull,latin,50,86,66,97,60
Bailando por Ahi,Juan Magán,latin,56,73,73,97,130
Que Tengo Que Hacer,Daddy Yankee,latin,0,76,89,95,108
Guaya Guaya,Don Omar,latin,49,69,87,69,184
Suavemente,Elvis Crespo,latin,67,81,88,92,124
Recuerdos,Juhn,latin,66,77,62,45,174
No Es Justo,Xcelencia,latin,50,81,87,60,95
No Me Equivoqué,Lenny Tavárez,latin,63,75,70,59,174
Me Enredas,Leebrian,latin,37,84,45,63,160
Abusadora,Almighty,latin,65,89,66,66,100
Tu No Ta Soltera,Logan Romero,latin,40,77,55,12,92
Linda Estrella (feat. Baby Rasta y Gringo),Noriega,latin,0,75,53,85,75
Tocarte Toa (feat. Natya),Big Yamo,latin,2,86,90,83,100
Permitame,Tony Dize,latin,49,62,66,90,214
Algo Musical,Ñejo & Dalmata,latin,53,88,64,71,107
5 Letras,Alexis y Fido,latin,56,82,77,67,94
Fantasma - Main,Zion,latin,0,64,69,77,184
Na De Na,Angel Y Khriz,latin,59,88,89,69,120
Pasarela,DJ Nelson,latin,0,79,84,51,95
Web Cam,Farruko,latin,0,74,70,58,81
Deja (feat. Nejo Y Dalmata),J Alvarez,latin,0,74,76,74,81
Solos (feat. Plan B),Tony Dize,latin,0,74,70,96,84
Se Aloca,Reykon,latin,0,86,69,88,98
Ella Me Cautivo,J Balvin,latin,0,82,77,90,107
Ojos Que No Ven,Kexxy Pardo,latin,46,77,60,86,176
Mañana No Hay Clase (24/7),Sebastian Yatra,latin,71,78,73,82,180
Fugitivo,Maikel Delacalle,latin,59,61,66,15,172
Vacilón,Don Omar,latin,61,73,52,68,83
Cola,Mozart La Para,latin,37,84,76,64,130
¿Cuánto E$?,Jhay Cortez,latin,51,60,55,60,83
Malas Intenciones,Tharyk,latin,49,72,86,70,96
Pega Pega,"Tito ""El Bambino""",latin,65,80,84,84,97
"Domingo (Reykon, Cosculluela, Greeicy & Rauw Alejandro) - Re",Reykon,latin,67,80,71,54,93
Si Se Da,Myke Towers,latin,78,83,71,70,94
Estamos Bien,Bad Bunny,latin,10,79,56,47,120
NI BIEN NI MAL,Bad Bunny,latin,79,83,45,34,128
Qué Hay de Malo - Reggae Version,Farruko,latin,57,67,66,83,168
NA,NA,latin,0,68,92,73,97
Rakata,Wisin & Yandel,latin,0,73,78,65,192
Mi Cura,Kevin G.,latin,30,59,50,22,192
Pobre Diabla,Don Omar,latin,1,74,75,85,92
Donde Estés Llegaré,Alexis y Fido,latin,56,83,90,60,94
Abusadora,Wisin & Yandel,latin,0,78,78,17,115
Dónde Están Las Gatas,Nicky Jam,latin,0,83,94,79,110
Tocarte Toa 2012 (feat. Big Yamo & Jimmy Bad Boy),Latin Fresh,latin,41,83,87,51,100
Cojela Que Va Sin Jockey,Daddy Yankee,latin,0,82,60,60,95
Mírame,Daddy Yankee,latin,56,79,75,73,96
Bartender,Alexis y Fido,latin,45,83,73,32,116
Sexo Seguro,"Franco ""El Gorilla""",latin,55,75,89,58,97
Taboo,Don Omar,latin,64,43,89,81,187
Hooka,Don Omar,latin,60,73,86,82,170
Blue Zone,Don Omar,latin,45,80,71,48,95
Slow Motion,Don Omar,latin,37,74,84,70,180
Bailando Sola - Remastered 2016,Don Omar,latin,44,75,65,32,90
Yo Soy De Aqui,Don Omar,latin,48,70,74,73,92
Intocable,Don Omar,latin,2,89,63,48,95
Perriando,Reykon,latin,65,80,62,88,180
Desde Que Te Conocí,Jonna Torres,latin,37,58,68,49,181
Adore You,Harry Styles,latin,91,68,77,57,99
RITMO (Bad Boys For Life) (Remix) *,The Black Eyed Peas,latin,35,79,80,63,105
Don't Start Now,Dua Lipa,latin,97,79,79,68,124
RITMO (Bad Boys For Life),The Black Eyed Peas,latin,96,72,72,67,105
Candy,Doja Cat,latin,85,69,52,21,125
If The World Was Ending (feat. Julia Michaels),JP Saxe,latin,88,46,47,60,76
Old Town Road - Remix,Lil Nas X,latin,90,88,62,64,136
Slide Away,Miley Cyrus,latin,81,53,54,29,148
Muévelo,Nicky Jam,latin,82,60,81,92,188
Higher Love,Kygo,latin,87,69,68,40,104
Goodbyes (feat. Young Thug),Post Malone,latin,90,55,65,16,150
Turn Me On (feat. Vula),Riton,latin,86,74,83,52,124
Piece Of Your Heart,MEDUZA,latin,88,68,74,63,124
Can We Kiss Forever?,Kina,latin,85,52,13,12,110
Fantasias,Rauw Alejandro,latin,92,88,70,79,94
6 AM,J Balvin,latin,70,75,75,73,176
NA,NA,latin,0,71,82,65,96
Ya Llego (Captain Planet Remix),Willie Colón,latin,2,83,85,54,115
"Ay MI Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,latin,69,76,83,81,92
Aire,Leslie Grace,latin,46,75,90,74,100
Vente Pa' Ca,Ricky Martin,latin,73,66,92,53,100
Perro Fiel (feat. Nicky Jam),Shakira,latin,71,75,76,89,184
Echa Pa'lla (Manos Pa'rriba),Pitbull,latin,4,55,81,96,87
A Ella,KAROL G,latin,57,73,77,59,182
X,Nicky Jam,latin,52,60,77,71,180
Familiar,Liam Payne,latin,70,64,80,91,93
Dura,Daddy Yankee,latin,76,78,84,84,95
Me Gusta,Natti Natasha,latin,5,85,70,68,96
Ya Tú Sabes,CNCO,latin,40,76,70,60,142
Girl You Hear me Crying,N.V.,latin,0,64,82,41,123
I Can't Live Without You,Angelique,latin,0,70,72,66,122
Highways Of Love,Johnny O.,latin,24,63,53,65,121
You're the One for Me,April,latin,0,61,79,57,123
So In Love,Ballin Entertainment,latin,0,75,60,78,130
I'll Never Forget You,Ballin Entertainment,latin,0,42,75,56,127
All Broken Hearted,Ballin Entertainment,latin,0,78,83,84,128
Forever,Ballin Entertainment,latin,0,77,63,77,132
In A Dream,Ballin Entertainment,latin,0,78,66,87,132
Paradise,Ballin Entertainment,latin,0,71,83,60,129
A Day In My Life (Without You),Lisette Melendez,latin,0,61,95,79,119
One More Romance,Bobby Delante,latin,0,65,88,66,125
I Only Wanted To Love You,Denine,latin,0,68,85,84,127
Moment In Love,Bobby Delante,latin,10,62,84,86,124
Only Time Will Tell,O.S.U.,latin,7,72,93,97,122
I Get Even,Lil Menace,latin,31,90,76,32,94
La Raza,Kid Frost,latin,51,80,53,72,107
Oh What A Night,Lil Rob,latin,11,74,59,20,97
I Like It,Mr. Capone-E,latin,0,76,76,34,97
Dope's Gotta Hold On Me (feat. Ese Rich Roc),Spanish F.L.Y.,latin,6,58,36,58,239
The Sickside,Sick Jacken,latin,30,66,61,48,94
By Your Side,Silencer,latin,18,67,56,40,173
Whatever You Want,Lighter Shade Of Brown,latin,5,79,52,81,83
Sureno Vida,Brownside,latin,0,70,55,53,93
Hopeless Boy (feat. David Ortiz),King Lil G,latin,57,57,61,39,94
Slutty Girls,Mr. Knightowl,latin,10,96,56,60,115
Criminal Mentality,Mr. Criminal,latin,39,55,90,69,98
Memories,Cypress Hill,latin,29,90,82,71,96
Beautiful day (In San Diego),Young Sicc,latin,0,61,43,91,95
California,Akwid,latin,46,90,75,52,98
No Idea,Don Toliver,latin,92,66,61,35,128
Orphans,Coldplay,latin,70,50,81,28,108
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,latin,53,65,81,51,132
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress",Bebe Rexha,latin,77,39,72,25,152
The London (feat. J. Cole & Travis Scott),Young Thug,latin,83,80,59,18,98
Killing Butterflies,Lewis Blissett,latin,53,59,78,50,144
Can't Lie (feat. James Francis & Kalibwoy) - Praia Del Sol &,D-Rashid,latin,9,81,76,44,104
Bobslee,Merdan D,latin,27,89,42,47,100
I Tell Them (feat. Jack & Lewis),Sam Blans,latin,25,60,82,28,108
Possitive Vibes,Jack & Lewis,latin,18,63,48,11,133
X - Remix,Nicky Jam,latin,73,66,70,74,180
Drum Power,Dominic Candela,latin,3,79,84,65,128
Wild,Diaz & Bruno,latin,37,81,83,52,100
Rutte No Jave,Freddy Moreira,latin,25,90,94,78,108
Damelo (You got what I want) - Original Mix,Gregor Salto,latin,3,82,65,30,128
City Aya,Renato S,latin,2,71,92,49,125
Ja Te Falei 2015 Rework,Igor Neves,latin,1,85,97,47,128
Drum Code,David Fesser,latin,3,77,86,15,128
Back Together,Igor Neves,latin,0,79,98,46,128
Riddim Go,Gregor Salto,latin,25,75,88,49,128
Keep On Shining,Silvio Luz,latin,0,79,97,59,126
La Playa - Remix,Myke Towers,latin,79,78,63,39,140
Infeliz,Arcangel,latin,84,71,80,72,176
Música,DJ Luian,latin,78,79,82,85,178
Fantasía,Ozuna,latin,85,70,72,78,180
Uniforme,Rich Music LTD,latin,81,74,86,77,174
Toxico,Brytiago,latin,75,86,63,60,90
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,86,74,71,83,170
No Me Conoce - Remix,Jhay Cortez,latin,84,79,79,58,92
Otro Trago - Remix,Sech,latin,86,72,79,76,176
Diavla,Chris Viz,latin,76,84,62,66,100
Pa Mí - Remix,Dalex,latin,18,69,62,73,170
UN PESO,J Balvin,latin,79,63,68,96,79
Ella Quiere Beber - Remix,Anuel AA,latin,18,75,66,70,95
Secreto,Anuel AA,latin,82,81,80,71,92
Falling,DÉRLY,latin,12,82,66,65,94
Otro Trago,Sech,latin,84,75,70,62,176
Duro,Hayz,latin,9,67,71,76,88
Comerte A Besos,Justin Quiles,latin,6,80,72,51,88
Calma - Remix,Pedro Capó,latin,86,83,77,76,127
Imposible,Luis Fonsi,latin,74,79,76,91,91
El Perdón,Nicky Jam,latin,74,63,69,66,180
Échame La Culpa,Luis Fonsi,latin,20,72,90,64,96
Baby Girl (feat. Lalo Ebratt),Mario Bautista,latin,75,80,70,45,103
Amanece,Anuel AA,latin,80,79,63,89,94
Ella Fuma,Plan B,latin,71,80,73,84,172
Otra Noche en Miami,Bad Bunny,latin,78,51,65,30,89
Que Mas Pues - Remix,Justin Quiles,latin,83,65,66,81,113
A Thousand Years,Christina Perri,latin,79,42,41,16,139
International Love,Pitbull,latin,71,67,86,65,120
Moves Like Jagger - Studio Recording From The Voice Performa,Maroon 5,latin,6,72,76,66,128
Angel,Akon,latin,53,56,87,32,126
Ride It,Jay Sean,latin,51,71,57,77,93
Love Me,Justin Bieber,latin,65,73,87,63,125
In My Head,Jason Derulo,latin,69,76,75,85,110
Only Girl (In The World),Rihanna,latin,72,79,72,61,126
Firework,Katy Perry,latin,67,64,83,65,124
F*ck Up Some Commas,Future,latin,68,87,57,46,140
Hasta Abajo,Don Omar,latin,57,70,92,68,180
El Perdón,Nicky Jam,latin,7,62,70,64,180
Kukere,Iyanya,latin,0,76,85,96,130
Metele Sazon,Tego Calderon,latin,0,83,41,92,95
Pedro Navaja,Rubén Blades,latin,9,58,61,83,94
Cheap Thrills,Sia,latin,68,59,80,73,90
Perdido En Tus Ojos,Don Omar,latin,58,68,88,79,96
Kill For You,Skylar Grey,latin,50,67,80,27,96
For Free,DJ Khaled,latin,56,92,57,50,104
Gyal You A Party Animal - Remix,Charly Black,latin,67,73,89,76,101
You Got Me,The Roots,latin,65,73,44,76,81
Love Me Now,John Legend,latin,67,49,76,71,124
Imaginate,Wisin & Yandel,latin,42,82,74,56,98
Taboo,Don Omar,latin,1,44,88,81,125
Sending All My Love,Linear,latin,49,70,52,77,105
One Way Love,TKA,latin,0,72,73,73,117
When I Hear Music,Debbie Deb,latin,0,76,76,76,126
Tell It to My Heart,Taylor Dayne,latin,65,64,99,72,118
Temptation,Corina,latin,35,61,77,56,118
Please Don't Go (Freestyle Dance Usa Mix),Nayobe,latin,30,73,69,82,121
Don't Break My Heart,Safire,latin,30,69,81,53,119
I'll Be Loving You,Adam Marano,latin,33,70,92,81,126
Go Go Yellow Screen,Digital Emotion,latin,42,79,94,85,129
Forever Amor,D'zyre,latin,18,76,96,89,117
Love Letter,Giggles,latin,31,81,70,86,115
Just Like the Wind,N.V.,latin,36,75,53,65,125
It Must Be Love,Tonasia,latin,8,64,87,72,121
Point of No Return,Nu Shooz,latin,38,69,84,81,109
Demons,Imagine Dragons,latin,72,50,71,43,90
Counting Stars,OneRepublic,latin,74,66,70,48,122
Let Her Go,Passenger,latin,35,48,55,24,75
See You Again (feat. Charlie Puth),Wiz Khalifa,latin,18,69,48,28,80
Secrets,OneRepublic,latin,76,52,76,38,148
Without You (feat. Usher),David Guetta,latin,59,61,61,40,128
One More Night,Maroon 5,latin,67,72,82,61,93
I'm Yours,Jason Mraz,latin,82,69,46,72,151
Single Ladies (Put a Ring on It),Beyoncé,latin,69,43,58,27,193
Life is a Highway,Rascal Flatts,latin,72,58,95,67,103
Since U Been Gone,Kelly Clarkson,latin,72,66,74,40,131
Give Me Everything,Pitbull,latin,48,67,93,48,129
I Need Your Love (feat. Ellie Goulding),Calvin Harris,latin,69,70,87,58,125
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,latin,67,78,68,59,118
Ex's & Oh's,Elle King,latin,73,61,92,45,140
X - Spanglish Version,Nicky Jam,latin,50,66,72,68,180
In My Mind Part 3 (feat. Georgi Kay),Flo Rida,latin,53,68,87,23,128
Machika - Dillon Francis Remix,J Balvin,latin,40,68,94,50,112
Adictiva,Daddy Yankee,latin,77,79,77,70,99
Cheap Thrills Remix,Sia,latin,56,53,75,67,180
La Cartera,Farruko,latin,76,77,80,64,88
CUIDAO POR AHÍ,J Balvin,latin,72,84,81,59,91
Hasta Que Salga el Sol,Ozuna,latin,68,86,82,57,96
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti ",DJ Snake,latin,80,79,69,55,96
Uhhh,DJ DYLVN,latin,35,89,70,86,92
Naughty,SXTEEN,latin,51,78,41,54,192
