이름,분류,질량g,낙하,연도,위도,경도
Yamato 790283,H4,18.28,Found,1979,-71.5,35.667
Yamato 790293,H4,2.99,Found,1979,-71.5,35.667
Yamato 790302,H4,1.43,Found,1979,-71.5,35.667
Yamato 790312,H4,1.43,Found,1979,-71.5,35.667
Yamato 790321,H4,0.94,Found,1979,-71.5,35.667
Yamato 790330,H4,2.82,Found,1979,-71.5,35.667
Yamato 790339,H4,11.37,Found,1979,-71.5,35.667
Yamato 790348,H6,4.88,Found,1979,-71.5,35.667
Yamato 790358,H6,0.69,Found,1979,-71.5,35.667
Yamato 790386,H6,148.86,Found,1979,-71.5,35.667
Yamato 790396,H,5.06,Found,1979,-71.5,35.667
Yamato 790409,H4,10.6,Found,1979,-71.5,35.667
Yamato 790419,H5,8.45,Found,1979,-71.5,35.667
Yamato 790428,H5,9.97,Found,1979,-71.5,35.667
Yamato 790437,H4,13.82,Found,1979,-71.5,35.667
Yamato 790452,L6,82.15,Found,1979,-71.5,35.667
Yamato 790463,H5,130.98,Found,1979,-71.5,35.667
Yamato 790472,H5,8.25,Found,1979,-71.5,35.667
Yamato 790481,H5,5.81,Found,1979,-71.5,35.667
Yamato 790493,H4,9.07,Found,1979,-71.5,35.667
Yamato 790502,H4,110.28,Found,1979,-71.5,35.667
Yamato 790511,H4/5,6.62,Found,1979,-71.5,35.667
Yamato 790524,LL5,335.2,Found,1979,-71.5,35.667
Yamato 790533,LL,164.14,Found,1979,-71.5,35.667
Yamato 790542,LL,57.67,Found,1979,-71.5,35.667
Yamato 790551,LL,35.3,Found,1979,-71.5,35.667
Yamato 790560,H4,37.71,Found,1979,-71.5,35.667
Yamato 790569,LL,16.38,Found,1979,-71.5,35.667
Yamato 790578,LL,30.37,Found,1979,-71.5,35.667
Yamato 790588,LL,1.81,Found,1979,-71.5,35.667
Yamato 790597,LL,7.06,Found,1979,-71.5,35.667
Yamato 790606,LL,9.9,Found,1979,-71.5,35.667
Yamato 790615,LL,5.26,Found,1979,-71.5,35.667
Yamato 790624,LL,8.97,Found,1979,-71.5,35.667
Yamato 790633,LL,5.13,Found,1979,-71.5,35.667
Yamato 790642,LL,7.19,Found,1979,-71.5,35.667
Yamato 790652,LL,4.28,Found,1979,-71.5,35.667
Yamato 790661,LL,6.62,Found,1979,-71.5,35.667
Yamato 790670,LL,1.99,Found,1979,-71.5,35.667
Yamato 790679,LL,1.87,Found,1979,-71.5,35.667
Yamato 790688,LL,3.19,Found,1979,-71.5,35.667
Yamato 790697,LL,3.57,Found,1979,-71.5,35.667
Yamato 790706,LL,3.93,Found,1979,-71.5,35.667
Yamato 790716,LL,2.37,Found,1979,-71.5,35.667
Yamato 790725,H5,4.1,Found,1979,-71.5,35.667
Yamato 790737,L6,40.4,Found,1979,-71.5,35.667
Yamato 790747,H3,10.31,Found,1979,-71.5,35.667
Yamato 790760,H4,301.2,Found,1979,-71.5,35.667
Yamato 790775,L6,11.25,Found,1979,-71.5,35.667
Yamato 790787,L3.1,46.08,Found,1979,-71.5,35.667
Yamato 790797,H4,25.61,Found,1979,-71.5,35.667
Yamato 790806,LL6,18.27,Found,1979,-71.5,35.667
Yamato 790815,LL6,10.34,Found,1979,-71.5,35.667
Yamato 790824,H4,10.47,Found,1979,-71.5,35.667
Yamato 790833,H4/5,6.27,Found,1979,-71.5,35.667
Yamato 790842,H4,7.32,Found,1979,-71.5,35.667
Yamato 790851,LL6,4.66,Found,1979,-71.5,35.667
Yamato 790861,LL6,4.56,Found,1979,-71.5,35.667
Yamato 790870,LL6,3.44,Found,1979,-71.5,35.667
Yamato 790879,LL6,2.27,Found,1979,-71.5,35.667
Yamato 790888,LL6,2.92,Found,1979,-71.5,35.667
Yamato 790897,LL6,1.37,Found,1979,-71.5,35.667
Yamato 790906,LL6,1.4,Found,1979,-71.5,35.667
Yamato 790915,LL6,2.4,Found,1979,-71.5,35.667
Yamato 790925,LL6,1.37,Found,1979,-71.5,35.667
Yamato 790934,LL6,0.96,Found,1979,-71.5,35.667
Yamato 790943,LL6,3.61,Found,1979,-71.5,35.667
Yamato 790954,H4,4.6,Found,1979,-71.5,35.667
Yamato 790971,H5,8.72,Found,1979,-71.5,35.667
Yamato 790980,H4,95.58,Found,1979,-71.5,35.667
Yamato 790992,CO3.5,162.99,Found,1979,-71.5,35.667
Yamato 791002,L6,91.93,Found,1979,-71.5,35.667
Yamato 791011,H4,4.02,Found,1979,-71.5,35.667
Yamato 791020,H4/5,288.26,Found,1979,-71.5,35.667
Yamato 791029,H5,108.8,Found,1979,-71.5,35.667
Yamato 791038,H3,26.33,Found,1979,-71.5,35.667
Yamato 791048,H6,205.53,Found,1979,-71.5,35.667
Yamato 791058,Winonaite,19.46,Found,1979,-71.5,35.667
Yamato 791069,H5/6,114.46,Found,1979,-71.5,35.667
Yamato 791078,H4,37.03,Found,1979,-71.5,35.667
Yamato 791087,H3.7,579.84,Found,1979,-71.5,35.667
Yamato 791096,H4,75.59,Found,1979,-71.5,35.667
Yamato 791105,H4,15.16,Found,1979,-71.5,35.667
Yamato 791114,LL5/6,12.81,Found,1979,-71.5,35.667
Yamato 791123,LL5/6,5.14,Found,1979,-71.5,35.667
Yamato 791133,LL5/6,2.61,Found,1979,-71.5,35.667
Yamato 791142,LL6,0.44,Found,1979,-71.5,35.667
Yamato 791151,H4,14.11,Found,1979,-71.5,35.667
Yamato 791160,L6,5.57,Found,1979,-71.5,35.667
Yamato 791169,H4,7.88,Found,1979,-71.5,35.667
Yamato 791179,H5,7.89,Found,1979,-71.5,35.667
Yamato 791188,Diogenite,9.17,Found,1979,-71.5,35.667
Yamato 791199,Diogenite,121.88,Found,1979,-71.5,35.667
Yamato 791208,Howardite,47.91,Found,1979,-71.5,35.667
Yamato 791217,H4,157.31,Found,1979,-71.5,35.667
Yamato 791226,H4/5,24.86,Found,1979,-71.5,35.667
Yamato 791235,H4/5,10.65,Found,1979,-71.5,35.667
Yamato 791244,H4/5,5.85,Found,1979,-71.5,35.667
Yamato 791253,H4/5,6.54,Found,1979,-71.5,35.667
Yamato 791263,H4/5,5.27,Found,1979,-71.5,35.667
Yamato 791272,H4/5,4.03,Found,1979,-71.5,35.667
Yamato 791281,H4/5,3.82,Found,1979,-71.5,35.667
Yamato 791290,H4/5,2.74,Found,1979,-71.5,35.667
Yamato 791299,H4/5,3.72,Found,1979,-71.5,35.667
Yamato 791308,H4/5,2.84,Found,1979,-71.5,35.667
Yamato 791317,L6,164.42,Found,1979,-71.5,35.667
Yamato 791327,H4,5.26,Found,1979,-71.5,35.667
Yamato 791336,H4,1.47,Found,1979,-71.5,35.667
Yamato 791345,H4,8.7,Found,1979,-71.5,35.667
Yamato 791354,H3,5.2,Found,1979,-71.5,35.667
Yamato 791364,H5,45.04,Found,1979,-71.5,35.667
Yamato 791374,L6,6.3,Found,1979,-71.5,35.667
Yamato 791383,H4,11.96,Found,1979,-71.5,35.667
Yamato 791398,H5,0.96,Found,1979,-71.5,35.667
Yamato 791413,L6,203.61,Found,1979,-71.5,35.667
Yamato 791423,H5,3.66,Found,1979,-71.5,35.667
Yamato 791432,L6,221.07,Found,1979,-71.5,35.667
Yamato 791441,L6,105.66,Found,1979,-71.5,35.667
Yamato 791450,L6,192.86,Found,1979,-71.5,35.667
Yamato 791459,L6,23.65,Found,1979,-71.5,35.667
Yamato 791469,H4,5.09,Found,1979,-71.5,35.667
Yamato 791478,H4,146.95,Found,1979,-71.5,35.667
Yamato 791487,L5/6,13.95,Found,1979,-71.5,35.667
Yamato 791496,L4/5,5.37,Found,1979,-71.5,35.667
Yamato 791505,H4,31.11,Found,1979,-71.5,35.667
Yamato 791514,H5,1.63,Found,1979,-71.5,35.667
Yamato 791523,L6,0.82,Found,1979,-71.5,35.667
Yamato 791536,LL6,839,Found,1979,-71.5,35.667
Yamato 791545,L4,195.17,Found,1979,-71.5,35.667
Yamato 791558,LL3.15,101.64,Found,1979,-71.5,35.667
Yamato 791567,H4,67.98,Found,1979,-71.5,35.667
Yamato 791576,L5/6,4.4,Found,1979,-71.5,35.667
Yamato 791585,L6,79.19,Found,1979,-71.5,35.667
Yamato 791595,H5,5.84,Found,1979,-71.5,35.667
Yamato 791605,H5,112.63,Found,1979,-71.5,35.667
Yamato 791614,H5,21.47,Found,1979,-71.5,35.667
Yamato 791623,H4/5,1.73,Found,1979,-71.5,35.667
Yamato 791632,L5,534.79,Found,1979,-71.5,35.667
Yamato 791641,L4,5.37,Found,1979,-71.5,35.667
Yamato 791650,L4,0.78,Found,1979,-71.5,35.667
Yamato 791659,L4,10.17,Found,1979,-71.5,35.667
Yamato 791669,L4,334.85,Found,1979,-71.5,35.667
Yamato 791678,L4,259.1,Found,1979,-71.5,35.667
Yamato 791687,H5,6.82,Found,1979,-71.5,35.667
Yamato 791697,L4,1.44,Found,1979,-71.5,35.667
Yamato 791710,L4,1607,Found,1979,-71.5,35.667
Yamato 791719,CO3,170.69,Found,1979,-71.5,35.667
Yamato 791728,H4,48.2,Found,1979,-71.5,35.667
Yamato 791738,H4,9.38,Found,1979,-71.5,35.667
Yamato 791747,CO3,5.84,Found,1979,-71.5,35.667
Yamato 791756,L4,3.72,Found,1979,-71.5,35.667
Yamato 791765,L4,1.33,Found,1979,-71.5,35.667
Yamato 791774,H6,37.5,Found,1979,-71.5,35.667
Yamato 791783,H5,323.21,Found,1979,-71.5,35.667
Yamato 791792,H5,2.78,Found,1979,-71.5,35.667
Yamato 791802,L4,58.89,Found,1979,-71.5,35.667
Yamato 791815,H4,3.24,Found,1979,-71.5,35.667
Yamato 791824,CM2,23.28,Found,1979,-71.5,35.667
Yamato 791833,L5,116.35,Found,1979,-71.5,35.667
Yamato 791842,H4,10.9,Found,1979,-71.5,35.667
Yamato 791851,L5,13.86,Found,1979,-71.5,35.667
Yamato 791860,H5,25.16,Found,1979,-71.5,35.667
Yamato 791870,H4,404.14,Found,1979,-71.5,35.667
Yamato 791879,H4,97.96,Found,1979,-71.5,35.667
Yamato 791888,H5,3.55,Found,1979,-71.5,35.667
Yamato 791897,H5,3.26,Found,1979,-71.5,35.667
Yamato 791906,H4,32.26,Found,1979,-71.5,35.667
Yamato 791915,H4,3.47,Found,1979,-71.5,35.667
Yamato 791924,H4,16.38,Found,1979,-71.5,35.667
Yamato 791934,H4,40.02,Found,1979,-71.5,35.667
Yamato 791943,H4,1.6,Found,1979,-71.5,35.667
Yamato 791952,H6,7.79,Found,1979,-71.5,35.667
Yamato 791962,Eucrite-pmict,299.65,Found,1979,-71.5,35.667
Yamato 791971,H4,274.79,Found,1979,-71.5,35.667
Yamato 791980,H4,125.81,Found,1979,-71.5,35.667
Yamato 791989,H4,79.94,Found,1979,-71.5,35.667
Yamato 791999,H4,35.52,Found,1979,-71.5,35.667
Yamato 792037,H4,46.38,Found,1979,-71.5,35.667
Yamato 792084,H4,10.97,Found,1979,-71.5,35.667
Yamato 792149,H4,11.06,Found,1979,-71.5,35.667
Yamato 792506,H4,531.59,Found,1979,-71.5,35.667
Yamato 792515,L5,3.28,Found,1979,-71.5,35.667
Yamato 792524,H4,126.03,Found,1979,-71.5,35.667
Yamato 792534,H5,40.3,Found,1979,-71.5,35.667
Yamato 792543,H4,17.22,Found,1979,-71.5,35.667
Yamato 792552,H4/5,10.06,Found,1979,-71.5,35.667
Yamato 792561,H4/5,14.15,Found,1979,-71.5,35.667
Yamato 792570,H4/5,7.63,Found,1979,-71.5,35.667
Yamato 792579,H4/5,8.04,Found,1979,-71.5,35.667
Yamato 792588,H4/5,4.24,Found,1979,-71.5,35.667
Yamato 792598,H4/5,3.72,Found,1979,-71.5,35.667
Yamato 792607,H4/5,2.95,Found,1979,-71.5,35.667
Yamato 792616,H4/5,3.02,Found,1979,-71.5,35.667
Yamato 792625,H4/5,1.94,Found,1979,-71.5,35.667
Yamato 792634,H4/5,1.72,Found,1979,-71.5,35.667
Yamato 792643,H4/5,0.97,Found,1979,-71.5,35.667
Yamato 792652,H4/5,0.68,Found,1979,-71.5,35.667
Yamato 792662,H4,202.71,Found,1979,-71.5,35.667
Yamato 792671,H4,5.56,Found,1979,-71.5,35.667
Yamato 792683,L6,0.96,Found,1979,-71.5,35.667
Yamato 792692,H5,39.16,Found,1979,-71.5,35.667
Yamato 792702,H4,6.22,Found,1979,-71.5,35.667
Yamato 792711,H4,2.61,Found,1979,-71.5,35.667
Yamato 792720,L6,3.91,Found,1979,-71.5,35.667
Yamato 792735,H6,1.96,Found,1979,-71.5,35.667
Yamato 792750,H6,21.92,Found,1979,-71.5,35.667
Yamato 792759,H4,2.11,Found,1979,-71.5,35.667
Yamato 980120,L6,306.15,Found,1998,,
Yamato 792777,LL4,30.4,Found,1979,-71.5,35.667
Yamato 792786,LL4,9.8,Found,1979,-71.5,35.667
Yamato 792795,H5,71.43,Found,1979,-71.5,35.667
Yamato 792805,H4,15.65,Found,1979,-71.5,35.667
Yamato 792814,H6,8.19,Found,1979,-71.5,35.667
Yamato 792823,H4,10.31,Found,1979,-71.5,35.667
Yamato 792851,H6,0.94,Found,1979,-71.5,35.667
Yamato 792868,H4,13.01,Found,1979,-71.5,35.667
Yamato 792891,H5,38.17,Found,1979,-71.5,35.667
Yamato 792900,H4,18.5,Found,1979,-71.5,35.667
Yamato 792912,H4,2.37,Found,1979,-71.5,35.667
Yamato 792922,H4,5.06,Found,1979,-71.5,35.667
Yamato 792931,H4,74.3,Found,1979,-71.5,35.667
Yamato 792940,H4,24.14,Found,1979,-71.5,35.667
Yamato 792949,H4,13.95,Found,1979,-71.5,35.667
Yamato 792958,H4,107.28,Found,1979,-71.5,35.667
Yamato 792967,E3,2.65,Found,1979,-71.5,35.667
Yamato 792977,E3,2.16,Found,1979,-71.5,35.667
Yamato 792986,E3,0.97,Found,1979,-71.5,35.667
Yamato 792995,E3,2.16,Found,1979,-71.5,35.667
Yamato 793004,E3,0.94,Found,1979,-71.5,35.667
Yamato 793013,E3,1.31,Found,1979,-71.5,35.667
Yamato 793022,E3,1.46,Found,1979,-71.5,35.667
Yamato 793031,E3,0.91,Found,1979,-71.5,35.667
Yamato 793041,E3,0.85,Found,1979,-71.5,35.667
Yamato 793050,E3,0.99,Found,1979,-71.5,35.667
Yamato 793059,E3,0.78,Found,1979,-71.5,35.667
Yamato 793068,E3,0.7,Found,1979,-71.5,35.667
Yamato 793077,E3,0.89,Found,1979,-71.5,35.667
Yamato 793086,E3,0.63,Found,1979,-71.5,35.667
Yamato 793095,E3,0.54,Found,1979,-71.5,35.667
Yamato 793105,E3,0.58,Found,1979,-71.5,35.667
Yamato 793114,E3,0.61,Found,1979,-71.5,35.667
Yamato 793123,E3,0.49,Found,1979,-71.5,35.667
Yamato 793132,E3,0.49,Found,1979,-71.5,35.667
Yamato 793141,E3,0.45,Found,1979,-71.5,35.667
Yamato 793150,E3,0.51,Found,1979,-71.5,35.667
Yamato 793159,E3,0.3,Found,1979,-71.5,35.667
Yamato 793171,L6,7.74,Found,1979,-71.5,35.667
Yamato 793180,H4,1.11,Found,1979,-71.5,35.667
Yamato 793189,L6,3.13,Found,1979,-71.5,35.667
Yamato 793198,H5,3.35,Found,1979,-71.5,35.667
Yamato 793207,H6,3.87,Found,1979,-71.5,35.667
Yamato 793216,L6,3.91,Found,1979,-71.5,35.667
Yamato 793225,EH6-an,75.61,Found,1979,-71.5,35.667
Yamato 793235,L6,18126,Found,1979,-71.5,35.667
Yamato 793244,L4,9.9,Found,1979,-71.5,35.667
Yamato 793253,H4,216.7,Found,1979,-71.5,35.667
Yamato 793262,H6,2.89,Found,1979,-71.5,35.667
Yamato 793271,L6,0.88,Found,1979,-71.5,35.667
Yamato 793280,L6,28.38,Found,1979,-71.5,35.667
Yamato 793290,H5,16.5,Found,1979,-71.5,35.667
Yamato 793299,H6,8.68,Found,1979,-71.5,35.667
Yamato 793308,H6,1.36,Found,1979,-71.5,35.667
Yamato 793319,LL6,2.8,Found,1979,-71.5,35.667
Yamato 793328,H4,3.44,Found,1979,-71.5,35.667
Yamato 793337,H6,302.2,Found,1979,-71.5,35.667
Yamato 793346,H4,9.3,Found,1979,-71.5,35.667
Yamato 793356,H4,4.52,Found,1979,-71.5,35.667
Yamato 793365,H4,1.42,Found,1979,-71.5,35.667
Yamato 793374,L3.6,206.91,Found,1979,-71.5,35.667
Yamato 793383,H4,1.29,Found,1979,-71.5,35.667
Yamato 793392,L4,83.06,Found,1979,-71.5,35.667
Yamato 793401,L6,2554,Found,1979,-71.5,35.667
Yamato 793410,H4,45.41,Found,1979,-71.5,35.667
Yamato 793421,L6,188.82,Found,1979,-71.5,35.667
Yamato 793430,H4,3.42,Found,1979,-71.5,35.667
Yamato 793439,L6,7.83,Found,1979,-71.5,35.667
Yamato 793448,L6,242.48,Found,1979,-71.5,35.667
Yamato 793457,H4,9.99,Found,1979,-71.5,35.667
Yamato 793466,L6,13.21,Found,1979,-71.5,35.667
Yamato 793475,H6,4.83,Found,1979,-71.5,35.667
Yamato 793485,L5,8.98,Found,1979,-71.5,35.667
Yamato 793494,L3,2.12,Found,1979,-71.5,35.667
Yamato 793504,H4,2.42,Found,1979,-71.5,35.667
Yamato 793514,H5,473.6,Found,1979,-71.5,35.667
Yamato 793523,H5,13.25,Found,1979,-71.5,35.667
Yamato 793533,LL6,510.32,Found,1979,-71.5,35.667
Yamato 793542,L6,254.99,Found,1979,-71.5,35.667
Yamato 793552,H4,29.55,Found,1979,-71.5,35.667
Yamato 793561,H6,5.63,Found,1979,-71.5,35.667
Yamato 793570,Eucrite-mmict,43.56,Found,1979,-71.5,35.667
Yamato 793579,H6,8.65,Found,1979,-71.5,35.667
Yamato 793588,L3,72.15,Found,1979,-71.5,35.667
Yamato 793597,L6,288.1,Found,1979,-71.5,35.667
Yamato 794004,L6,11.92,Found,1979,-71.5,35.667
Yamato 794014,H6,5.48,Found,1979,-71.5,35.667
Yamato 794023,H4,25.82,Found,1979,-71.5,35.667
Yamato 794033,L5,3.05,Found,1979,-71.5,35.667
Yamato 794047,H4,206.5,Found,1979,-71.5,35.667
Yamato 794056,H4,5.44,Found,1979,-71.5,35.667
Yamato 794065,H6,19.85,Found,1979,-71.5,35.667
Yamato 794075,H5,3.1,Found,1979,-71.5,35.667
Yamato 794085,H5,8.07,Found,1979,-71.5,35.667
Yamato 8001,L6,22.68,Found,1980,-71.833,35.5
Yamato 8010,L6,109.32,Found,1980,-71.5,35.667
Yamato 81005,L5,1.71,Found,1981,-71.5,35.667
Yamato 81014,L6,8.36,Found,1981,-71.5,35.667
Yamato 81023,CO3,9.58,Found,1981,-71.5,35.667
Yamato 81031,H4,30.98,Found,1981,-71.5,35.667
Yamato 81041,H4,3.54,Found,1981,-71.5,35.667
Yamato 81050,Stone-uncl,12.77,Found,1981,-71.5,35.667
Yamato 81059,H4,36.27,Found,1981,-71.5,35.667
Yamato 81068,CO3,1.65,Found,1981,-71.5,35.667
Yamato 81077,L4,5.99,Found,1981,-71.5,35.667
Yamato 81095,L4,1.25,Found,1981,-71.5,35.667
Yamato 81123,H4,1.58,Found,1981,-71.5,35.667
Yamato 82001,Stone-ung,0.63,Found,1982,-71.5,35.667
Yamato 82010,Eucrite,7.38,Found,1982,-71.5,35.667
Yamato 82019,L5,157.92,Found,1982,-71.5,35.667
Yamato 82028,L5,4.14,Found,1982,-71.5,35.667
Yamato 82037,Eucrite-mmict,45.43,Found,1982,-71.5,35.667
Yamato 82046,H5,7.51,Found,1982,-71.5,35.667
Yamato 82055,L3.6,946.75,Found,1982,-71.5,35.667
Yamato 82065,L6,189.86,Found,1982,-71.5,35.667
Yamato 82074,Diogenite,10.06,Found,1982,-71.5,35.667
Yamato 82083,H5,25.84,Found,1982,-71.5,35.667
Yamato 82092,H4,92.4,Found,1982,-71.5,35.667
Yamato 82101,L6,30.6,Found,1982,-71.5,35.667
Yamato 82111,H6,9011,Found,1982,-71.5,35.667
Yamato 82120,H6,4.16,Found,1982,-71.5,35.667
Yamato 82130,L5,23.11,Found,1982,-71.5,35.667
Yamato 82139,L6,2.68,Found,1982,-71.5,35.667
Yamato 82148,L6,5.47,Found,1982,-71.5,35.667
Yamato 82157,L6,28.67,Found,1982,-71.5,35.667
Yamato 82166,H4,25.67,Found,1982,-71.5,35.667
Yamato 82175,L6,2.32,Found,1982,-71.5,35.667
Yamato 82184,H6,4.79,Found,1982,-71.5,35.667
Yamato 82194,L6,0.75,Found,1982,-71.5,35.667
Yamato 82203,H4,7.37,Found,1982,-71.5,35.667
Yamato 8301,L6,88.52,Found,1983,-71.833,35.5
Yamato 8310,L6,10.65,Found,1983,-71.5,35.667
Yamato 8319,H4,2.83,Found,1983,-71.5,35.667
Yamato 8328,H5,0.36,Found,1983,-71.5,35.667
Yamato 8337,H4,3.56,Found,1983,-71.5,35.667
Yamato 8406,E5,0.12,Found,1984,-71.5,35.667
Yamato 8415,L6,5.17,Found,1984,-71.5,35.667
Yamato 8425,H6,7.4,Found,1984,-71.5,35.667
Yamato 8434,H5,31.38,Found,1984,-71.5,35.667
Yamato 8443,H4,6.06,Found,1984,-71.5,35.667
Yamato 8452,CM2,3.29,Found,1984,-71.5,35.667
Yamato 86002,H5,3.48,Found,1986,-71.5,35.667
Yamato 86012,L6,9.97,Found,1986,-71.5,35.667
Yamato 86021,L6,7.95,Found,1986,-71.5,35.667
Yamato 86030,L6,10.72,Found,1986,-71.5,35.667
Yamato 86040,L6,1.69,Found,1986,-71.5,35.667
Yamato 86049,L6,6.73,Found,1986,-71.5,35.667
Yamato 86058,L6,0.17,Found,1986,-71.5,35.667
Yamato 86067,H4,22.84,Found,1986,-71.5,35.667
Yamato 86077,H4,11.47,Found,1986,-71.5,35.667
Yamato 86086,H4,9.18,Found,1986,-71.5,35.667
Yamato 86095,H4,8.34,Found,1986,-71.5,35.667
Yamato 86104,H4,7.54,Found,1986,-71.5,35.667
Yamato 86113,H4,3.54,Found,1986,-71.5,35.667
Yamato 86122,H4,3.54,Found,1986,-71.5,35.667
Yamato 86131,H4,3.36,Found,1986,-71.5,35.667
Yamato 86141,H4,2.7,Found,1986,-71.5,35.667
Yamato 86150,H4,3.33,Found,1986,-71.5,35.667
Yamato 86159,H4,1.5,Found,1986,-71.5,35.667
Yamato 86168,H4,0.81,Found,1986,-71.5,35.667
Yamato 86177,H4,0.74,Found,1986,-71.5,35.667
Yamato 86186,H4,229.26,Found,1986,-71.5,35.667
Yamato 86195,H4,7.94,Found,1986,-71.5,35.667
Yamato 86205,H4,6.55,Found,1986,-71.5,35.667
Yamato 86214,H4,3.62,Found,1986,-71.5,35.667
Yamato 86224,H4,2.96,Found,1986,-71.5,35.667
Yamato 86233,H4,1.9,Found,1986,-71.5,35.667
Yamato 86242,H4,1.38,Found,1986,-71.5,35.667
Yamato 86251,H4,1.14,Found,1986,-71.5,35.667
Yamato 86260,H4,0.51,Found,1986,-71.5,35.667
Yamato 86270,H4,1.17,Found,1986,-71.5,35.667
Yamato 86279,H4,35.91,Found,1986,-71.5,35.667
Yamato 86288,H4,16.4,Found,1986,-71.5,35.667
Yamato 86296,H4,10.83,Found,1986,-71.5,35.667
Yamato 86305,H4,7.65,Found,1986,-71.5,35.667
Yamato 86314,H4,9.63,Found,1986,-71.5,35.667
Yamato 86323,H4,9.8,Found,1986,-71.5,35.667
Yamato 86333,H4,8.02,Found,1986,-71.5,35.667
Yamato 86342,H4,6.78,Found,1986,-71.5,35.667
Yamato 86351,H4,7.14,Found,1986,-71.5,35.667
Yamato 86360,H4,5.16,Found,1986,-71.5,35.667
Yamato 86369,H4,4.75,Found,1986,-71.5,35.667
Yamato 86378,H4,4.93,Found,1986,-71.5,35.667
Yamato 86387,H4,4.14,Found,1986,-71.5,35.667
Yamato 86397,H4,3.09,Found,1986,-71.5,35.667
Yamato 86407,H4,3.02,Found,1986,-71.5,35.667
Yamato 86416,H4,3.62,Found,1986,-71.5,35.667
Yamato 86425,H4,3.41,Found,1986,-71.5,35.667
Yamato 86434,H4,1.69,Found,1986,-71.5,35.667
Yamato 86443,H4,1.92,Found,1986,-71.5,35.667
Yamato 86452,H4,2.49,Found,1986,-71.5,35.667
Yamato 86462,H4,2.94,Found,1986,-71.5,35.667
Yamato 86471,H4,2.49,Found,1986,-71.5,35.667
Yamato 86480,H4,0.89,Found,1986,-71.5,35.667
Yamato 86489,H4,1.41,Found,1986,-71.5,35.667
Yamato 86498,H4,1.53,Found,1986,-71.5,35.667
Yamato 86507,H4,0.71,Found,1986,-71.5,35.667
Yamato 86516,H4,0.33,Found,1986,-71.5,35.667
Yamato 86526,H4,1.74,Found,1986,-71.5,35.667
Yamato 86535,H4,1.17,Found,1986,-71.5,35.667
Yamato 86544,H4,1.57,Found,1986,-71.5,35.667
Yamato 86553,H4,2.34,Found,1986,-71.5,35.667
Yamato 86562,H4,1.68,Found,1986,-71.5,35.667
Yamato 86570,H4,0.76,Found,1986,-71.5,35.667
Yamato 86579,H4,1,Found,1986,-71.5,35.667
Yamato 86589,H4,1.33,Found,1986,-71.5,35.667
Yamato 86598,H4,2.09,Found,1986,-71.5,35.667
Yamato 86607,H4,1.33,Found,1986,-71.5,35.667
Yamato 86615,H4,1.03,Found,1986,-71.5,35.667
Yamato 86624,H4,0.87,Found,1986,-71.5,35.667
Yamato 86633,C4,3.96,Found,1986,-71.5,35.667
Yamato 86687,CM2,0.97,Found,1986,-71.5,35.667
Yamato 86697,CM2,6.35,Found,1986,-71.5,35.667
Yamato 86706,L3.8,42.03,Found,1986,-71.5,35.667
Yamato 86715,H4,31.75,Found,1986,-71.5,35.667
Yamato 86724,L6,1.54,Found,1986,-71.5,35.667
Yamato 86733,LL6,3.07,Found,1986,-71.5,35.667
Yamato 86742,L6,66.91,Found,1986,-71.5,35.667
Yamato 86751,CV3,197.26,Found,1986,-71.5,35.667
Yamato 86762,Eucrite-pmict,27.34,Found,1986,-71.5,35.667
Yamato 86779,L6,15.92,Found,1986,-71.5,35.667
Yamato 9401,H4,42.97,Found,1994,-71.547,35.402
Yamato 9410,OC,1.53,Found,1994,-71.547,35.402
Yamato 980006,L3,7.4,Found,1998,,
Yamato 980026,L6,1054,Found,1998,,
Yamato 980049,H3,288.06,Found,1998,,
Yamato 980061,H4,9.088,Found,1998,,
Yamato 980073,H3,72.34,Found,1998,,
Yamato 980088,CM2,6.513,Found,1998,,
Yamato 980098,CM2,0.885,Found,1998,,
Yamato 980140,LL4,387.21,Found,1998,,
Yamato 980150,CV3,0.557,Found,1998,,
Yamato 980163,LL4,145.87,Found,1998,,
Yamato 980174,H4,16.267,Found,1998,,
Yamato 980191,L6,17.133,Found,1998,,
Yamato 980209,LL3,16.43,Found,1998,,
Yamato 980230,H5,5.054,Found,1998,,
Yamato 980247,L6,16.041,Found,1998,,
Yamato 980269,L6,22.296,Found,1998,,
Yamato 980282,H4,17.72,Found,1998,,
Yamato 980302,L6,6.139,Found,1998,,
Yamato 980321,LL6,65.14,Found,1998,,
Yamato 980340,L6,54.186,Found,1998,,
Yamato 980356,Eucrite,40.298,Found,1998,,
Yamato 980370,H4,10.168,Found,1998,,
Yamato 980391,H4,18.512,Found,1998,,
Yamato 980403,H5,31.322,Found,1998,,
Yamato 980415,LL3,6.228,Found,1998,,
Yamato 980432,LL6,786.54,Found,1998,,
Yamato 980451,LL6,8.444,Found,1998,,
Yamato 980463,L6,102.38,Found,1998,,
Yamato 980474,L3,7.613,Found,1998,,
Yamato 980490,L3,21.232,Found,1998,,
Yamato 980527,H4,10.353,Found,1998,,
Yamato 980542,L6,15.19,Found,1998,,
Yamato 980565,H5,17.977,Found,1998,,
Yamato 980579,H4,12.549,Found,1998,,
Yamato 980592,L6,79.24,Found,1998,,
Yamato 980627,H4,57.246,Found,1998,,
Yamato 980654,L6,23.119,Found,1998,,
Yamato 980673,H5,7.859,Found,1998,,
